topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.","2319, 2336;2347, 2357","2319, 2323;2337, 2357",cars are annually...for safety,cars...inspected for safety,0,0.5361793
D0608H,APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.",APW19990831.0237,2153,"``They need to take the lead by coordinating the establishment of permanent fitting stations'' -- perhaps at repair shops, firehouses, health centers or places where cars are annually inspected for safety, he said.","2319, 2323;2337, 2357","2319, 2323;2337, 2357",cars...inspected for safety,cars...inspected for safety,0,0.6956233
D0608H,APW19990831.0237,2368,So far the federal government is not weighing in with much money to help.,APW19990831.0237,2368,So far the federal government is not weighing in with much money to help.,"2368, 2432","2368, 2432",So far the federal government is not weighing in with much money,So far the federal government is not weighing in with much money,0,0.72070974
D0608H,APW19990831.0237,2368,So far the federal government is not weighing in with much money to help.,APW20000314.0031,2600,"Toyota and Volkswagen have said they will encourage dealers to set up fitting stations, but they haven't committed any money to the effort, Hall said.","2692, 2738","2368, 2432",they haven't committed any money to the effort,So far the federal government is not weighing in with much money,0,0.6221969
D0608H,APW19990831.0237,2368,So far the federal government is not weighing in with much money to help.,APW19990831.0237,2368,So far the federal government is not weighing in with much money to help.,"2422, 2441","2422, 2441",much money to help.,much money to help.,0,0.6903067
D0608H,APW19990831.0237,2442,"About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year, said the National Highway Traffic Safety Administration.",APW19990831.0237,2442,"About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year, said the National Highway Traffic Safety Administration.","2442, 2557","2442, 2557","About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year","About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year",0,0.7236912
D0608H,APW19990831.0237,2442,"About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year, said the National Highway Traffic Safety Administration.",APW19990831.0237,2442,"About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year, said the National Highway Traffic Safety Administration.","2442, 2455;2559, 2615","2442, 2557","About $90,000...said the National Highway Traffic Safety Administration.","About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year",0,0.59493506
D0608H,APW19990831.0237,2442,"About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year, said the National Highway Traffic Safety Administration.",APW19990831.0237,2442,"About $90,000 is available for fitting station demonstration grants for two or three states in the next fiscal year, said the National Highway Traffic Safety Administration.","2442, 2455;2559, 2615","2442, 2455;2559, 2615","About $90,000...said the National Highway Traffic Safety Administration.","About $90,000...said the National Highway Traffic Safety Administration.",0,0.73417187
D0608H,APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.",APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.","19, 104","19, 104",With federal regulators pondering whether they should start rating child safety seats,With federal regulators pondering whether they should start rating child safety seats,0,0.71613854
D0608H,APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.",APW20000209.0099,992,"The National Highway Traffic Safety Administration launched its look at ways to improve child seat safety, including a possible rating system, with a public hearing on Wednesday.","992, 1133","19, 104","The National Highway Traffic Safety Administration launched its look at ways to improve child seat safety, including a possible rating system",With federal regulators pondering whether they should start rating child safety seats,0,0.5804231
D0608H,APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.",APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.","106, 174","106, 174",a major automaker began offering parents a free seat checkup service,a major automaker began offering parents a free seat checkup service,0,0.7165136
D0608H,APW20000209.0099,0,"WASHINGTON (AP) -- With federal regulators pondering whether they should start rating child safety seats, a major automaker began offering parents a free seat checkup service, regardless of what kind of car they have.",APW20000209.0099,445,DaimlerChrysler Corp. began taking appointments Wednesday at 400 dealerships in 80 cities for child seat checkups.,"445, 559","106, 174",DaimlerChrysler Corp. began taking appointments Wednesday at 400 dealerships in 80 cities for child seat checkups.,a major automaker began offering parents a free seat checkup service,0,0.5071557
